t,in_mass_flow,out_mass_flow
0.565,5.86430628670057e-05,0
0.57,0,0
0.575,5.86430628670057e-05,0
0.58,0,0
0.585,0,0
0.59,0,0
0.595,0,0
0.6,5.86430628670057e-05,0
0.605,0,0
0.61,5.8643062867005e-05,0
0.615,5.8643062867005e-05,0
0.62,2.93215314335025e-05,0
0.625,0,0
0.63,0,0
0.635,2.93215314335025e-05,0
0.64,2.93215314335025e-05,0
0.645,2.93215314335025e-05,0
0.65,2.93215314335025e-05,0
0.655,0,0
0.66,0,0
0.665,0,0
0.67,0,0
0.675,2.93215314335025e-05,0
0.68,0.00011728612573401,0
0.685,0,0
0.69,2.93215314335025e-05,0
0.695,2.93215314335025e-05,0
0.7,0,0
0.705,0,0
0.71,0,0
0.715,5.8643062867005e-05,0
0.72,2.93215314335025e-05,0
0.725,2.93215314335025e-05,0
0.73,2.93215314335025e-05,0
0.735,0,0
0.74,2.93215314335025e-05,0
0.745,2.93215314335025e-05,0
0.75,8.79645943005075e-05,0
0.755,5.8643062867005e-05,0
0.76,2.93215314335025e-05,0
0.765,2.93215314335025e-05,0
0.77,8.79645943005075e-05,0
0.775,2.93215314335025e-05,0
0.78,2.93215314335025e-05,0
0.785,5.8643062867005e-05,0
0.79,2.93215314335025e-05,0
0.795,2.93215314335025e-05,0
0.8,2.93215314335025e-05,0
0.805,2.93215314335025e-05,0
0.81,2.93215314335025e-05,0
0.815,2.93215314335025e-05,0
0.82,2.93215314335025e-05,0
0.825,0,0
0.83,8.79645943005075e-05,0
0.835,0,0
0.84,2.93215314335025e-05,0
0.845,2.93215314335025e-05,0
0.85,0,0
0.855,0,0
0.86,2.93215314335025e-05,0
0.865,5.8643062867005e-05,0
0.87,0,0
0.875,5.8643062867005e-05,0
0.88,2.93215314335025e-05,0
0.885,0,0
0.89,2.93215314335025e-05,0
0.895,0,0
0.9,0,0
0.905,0,0
0.91,2.93215314335025e-05,0
0.915,0,0
0.92,0,0
0.925,2.93215314335025e-05,0
0.93,0,0
0.935,5.8643062867005e-05,0
0.94,0,0
0.945,0,0
0.95,2.93215314335025e-05,0
0.955,2.93215314335025e-05,0
0.96,2.93215314335025e-05,0
0.965,0,0
0.97,0,0
0.975,2.93215314335025e-05,0
0.98,0,0
0.985,2.93215314335025e-05,0
0.99,2.93215314335025e-05,0
0.995,5.8643062867005e-05,0
1,2.93215314335025e-05,0
1.005,5.8643062867005e-05,0
1.01,2.93215314335025e-05,0
1.015,8.79645943005075e-05,0
1.02,8.79645943005075e-05,0
1.025,2.93215314335025e-05,0
1.03,8.79645943005075e-05,0
1.035,2.93215314335025e-05,0
1.04,0,0
1.045,2.93215314335025e-05,0
1.05,0,0
1.055,8.79645943005075e-05,0
1.06,8.79645943005075e-05,0
1.065,5.8643062867005e-05,0
1.07,2.93215314335025e-05,0
1.075,0,0
1.08,5.8643062867005e-05,0
1.085,8.79645943005075e-05,0
1.09,0,0
1.095,2.93215314335025e-05,0
1.1,5.8643062867005e-05,0
1.105,2.93215314335025e-05,0
1.11,0,0
1.115,5.8643062867005e-05,0
1.12,2.93215314335032e-05,0
1.125,2.93215314335032e-05,0
1.13,0,0
1.135,0,0
1.14,5.86430628670064e-05,0
1.145,5.86430628670064e-05,0
1.15,0.000117286125734013,0
1.155,2.93215314335032e-05,0
1.16,2.93215314335032e-05,0
1.165,2.93215314335032e-05,0
1.17,0,0
1.175,5.86430628670064e-05,0
1.18,2.93215314335032e-05,0
1.185,0,0
1.19,5.86430628670064e-05,0
1.195,0,0
1.2,0,0
1.205,0,0
1.21,5.86430628670064e-05,0
1.215,0.000117286125734013,0
1.22,2.93215314335032e-05,0
1.225,0,0
1.23,0,0
1.235,0,0
1.24,2.93215314335032e-05,0
1.245,2.93215314335032e-05,0
1.25,0.000205250720034522,0
1.255,0,0
1.26,0,0
1.265,0.000146607657167516,0
1.27,0,0
1.275,5.86430628670064e-05,0
1.28,5.86430628670064e-05,0
1.285,2.93215314335032e-05,0
1.29,2.93215314335032e-05,0
1.295,0.000146607657167516,0
1.3,5.86430628670064e-05,0
1.305,8.79645943005096e-05,0
1.31,2.93215314335032e-05,0
1.315,2.93215314335032e-05,0
1.32,0,0
1.325,8.79645943005096e-05,0
1.33,2.93215314335032e-05,0
1.335,8.79645943005096e-05,0
1.34,0,0
1.345,0.000175929188601019,0
1.35,5.86430628670064e-05,0
1.355,2.93215314335032e-05,0
1.36,0.000117286125734013,0
1.365,5.86430628670064e-05,0
1.37,5.86430628670064e-05,0
1.375,0.000117286125734013,0
1.38,8.79645943005096e-05,0
1.385,2.93215314335032e-05,0
1.39,0.000117286125734013,0
1.395,5.86430628670064e-05,0
1.4,5.86430628670064e-05,0
1.405,2.93215314335032e-05,0
1.41,2.93215314335032e-05,0
1.415,5.86430628670064e-05,0
1.42,2.93215314335032e-05,0
1.425,8.79645943005096e-05,0
1.43,5.86430628670064e-05,0
1.435,2.93215314335032e-05,0
1.44,0,0
1.445,0,0
1.45,8.79645943005096e-05,0
1.455,8.79645943005096e-05,0
1.46,0,0
1.465,2.93215314335032e-05,0
1.47,0,0
1.475,2.93215314335032e-05,0
1.48,2.93215314335032e-05,0
1.485,0,0
1.49,2.93215314335032e-05,0
1.495,2.93215314335032e-05,0
1.5,2.93215314335032e-05,0
1.505,5.86430628670064e-05,0
1.51,0,0
1.515,2.93215314335032e-05,0
1.52,0,0
1.525,2.93215314335032e-05,0
1.53,2.93215314335032e-05,0
1.535,2.93215314335032e-05,0
1.54,5.86430628670064e-05,0
1.545,5.86430628670064e-05,0
1.55,8.79645943005096e-05,0
1.555,2.93215314335032e-05,0
1.56,0.000117286125734013,0
1.565,0.000205250720034522,0
1.57,0.000234572251468026,0
1.575,0.000146607657167516,0
1.58,0.000234572251468026,0
1.585,0.000175929188601019,0
1.59,0.000117286125734013,0
1.595,0.000175929188601019,0
1.6,0.000117286125734013,0
1.605,5.86430628670064e-05,0
1.61,5.86430628670064e-05,0
1.615,2.93215314335032e-05,0
1.62,8.79645943005096e-05,0
1.625,0.000117286125734013,0
1.63,2.93215314335032e-05,0
1.635,2.93215314335032e-05,0
1.64,2.93215314335032e-05,0
1.645,5.86430628670064e-05,0
1.65,5.86430628670064e-05,0
1.655,0.000117286125734011,0
1.66,0.000117286125734013,0
1.665,2.93215314335032e-05,0
1.67,2.93215314335032e-05,0
1.675,5.86430628670064e-05,0
1.68,2.93215314335032e-05,0
1.685,2.93215314335032e-05,0
1.69,2.93215314335032e-05,0
1.695,8.79645943005096e-05,0
1.7,5.86430628670064e-05,0
1.705,0.000146607657167516,0
1.71,2.93215314335032e-05,0
1.715,5.86430628670064e-05,0
1.72,8.79645943005096e-05,0
1.725,2.93215314335032e-05,0
1.73,2.93215314335032e-05,0
1.735,2.93215314335032e-05,0
1.74,2.93215314335032e-05,0
1.745,0,0
1.75,5.86430628670064e-05,0
1.755,8.79645943005096e-05,0
1.76,2.93215314335032e-05,0
1.765,0,0
1.77,8.79645943005096e-05,0
1.775,0.000117286125734013,0
1.78,0,0
1.785,0,0
1.79,8.79645943005096e-05,0
1.795,2.93215314335032e-05,0
1.8,2.93215314335032e-05,0
1.805,5.86430628670064e-05,0
1.81,0.000117286125734013,0
1.815,8.79645943005096e-05,0
1.82,8.79645943005096e-05,0
1.825,5.86430628670064e-05,0
1.83,2.93215314335032e-05,0
1.835,8.79645943005096e-05,0
1.84,8.79645943005096e-05,0
1.845,8.79645943005096e-05,0
1.85,8.79645943005096e-05,0
1.855,5.86430628670064e-05,0
1.86,5.86430628670064e-05,0
1.865,0.000117286125734013,0
1.87,0,0
1.875,0,0
1.88,5.86430628670064e-05,0
1.885,2.93215314335032e-05,0
1.89,5.86430628670064e-05,0
1.895,2.93215314335032e-05,0
1.9,8.79645943005096e-05,0
1.905,5.86430628670064e-05,0
1.91,5.86430628670064e-05,0
1.915,2.93215314335032e-05,0
1.92,2.93215314335032e-05,0
1.925,0,0
1.93,0.000117286125734013,0
1.935,2.93215314335032e-05,0
1.94,0,0
1.945,8.79645943005096e-05,0
1.95,0,0
1.955,0,0
1.96,0,0
1.965,5.86430628670064e-05,0
1.97,8.79645943005096e-05,0
1.975,2.93215314335032e-05,0
1.98,0,0
1.985,0.000117286125734013,0
1.99,5.86430628670064e-05,0
1.995,0,0
2,8.79645943005096e-05,0
2.005,5.86430628670064e-05,0
2.01,0.000146607657167516,0
2.015,2.93215314335032e-05,0
2.02,0,0
2.025,2.93215314335032e-05,0
2.03,2.93215314335032e-05,0
2.035,5.86430628670064e-05,0
2.04,5.86430628670064e-05,0
2.045,0,0
2.05,0,0
2.055,2.93215314335032e-05,0
2.06,0,0
2.065,0,0
2.07,2.93215314335032e-05,0
2.075,2.93215314335032e-05,0
2.08,2.93215314335032e-05,0
2.085,0,0
2.09,2.93215314335032e-05,0
2.095,2.93215314335032e-05,0
2.1,0,0
2.105,0,0
2.11,2.93215314335032e-05,0
2.115,0,0
2.12,2.93215314335032e-05,0
2.125,0,0
2.13,2.93215314335032e-05,0
2.135,2.93215314335032e-05,0
2.14,0,0
2.145,2.93215314335032e-05,0
2.15,2.93215314335032e-05,0
2.155,5.86430628670064e-05,0
2.16,8.79645943005096e-05,0
2.165,0.000117286125734013,0
2.17,2.93215314335032e-05,0
2.175,5.86430628670064e-05,0
2.18,2.93215314335032e-05,0
2.185,2.93215314335032e-05,0
2.19,0,0
2.195,0,0
2.2,2.93215314335032e-05,0
2.205,8.79645943005096e-05,0
2.21,2.93215314335032e-05,0
2.215,0.000117286125734013,0
2.22,0.000117286125734013,0
2.225,0,0
2.23,0,0
2.235,5.86430628670064e-05,0
2.24,0,0
2.245,0,0
2.25,5.86430628670064e-05,0
2.255,2.93215314335032e-05,0
2.26,0,0
2.265,0,0
2.27,0,0
2.275,0,0
2.28,0,0
2.285,0,0
2.29,0,0
2.295,0.000117286125734013,0
2.3,2.93215314335032e-05,0
2.305,2.93215314335032e-05,0
2.31,8.79645943005096e-05,0
2.315,0,0
2.32,0,0
2.325,0,0
2.33,0,0
2.335,5.86430628670064e-05,0
2.34,0,0
2.345,2.93215314335032e-05,0
2.35,5.86430628670064e-05,0
2.355,0,0
2.36,5.86430628670064e-05,0
2.365,0,0
2.37,0,0
2.375,8.79645943005096e-05,0
2.38,5.86430628670064e-05,0
2.385,2.93215314335032e-05,0
2.39,2.93215314335032e-05,0
2.395,0,0
2.4,5.86430628670064e-05,0
2.405,0,0
2.41,2.93215314335032e-05,0
2.415,0,0
2.42,2.93215314335032e-05,0
2.425,0,0
2.43,8.79645943005096e-05,0
2.435,5.86430628670064e-05,0
2.44,0,0
2.445,5.86430628670064e-05,0
2.45,5.86430628670064e-05,0
2.455,5.86430628670064e-05,0
2.46,5.86430628670064e-05,0
2.465,5.86430628670064e-05,0
2.47,2.93215314335032e-05,0
2.475,8.79645943005096e-05,0
2.48,2.93215314335032e-05,0
2.485,0,0
2.49,0,0
2.495,0,0
2.5,0,0
2.505,2.93215314335032e-05,0
2.51,2.93215314335032e-05,0
2.515,5.86430628670064e-05,0
2.52,5.86430628670064e-05,0
2.525,5.86430628670064e-05,0
2.53,0.000117286125734013,0
2.535,0,0
2.54,2.93215314335032e-05,0
2.545,5.86430628670064e-05,0
2.55,8.79645943005096e-05,0
2.555,0,0
2.56,8.79645943005096e-05,0
2.565,0,0
2.57,8.79645943005096e-05,0
2.575,8.79645943005096e-05,0
2.58,5.86430628670064e-05,0
2.585,0,0
2.59,2.93215314335032e-05,0
2.595,0,0
2.6,0,0
2.605,2.93215314335032e-05,0
2.61,2.93215314335032e-05,0
2.615,0,0
2.62,0,0
2.625,5.86430628670064e-05,0
2.63,2.93215314335032e-05,0
2.635,2.93215314335032e-05,0
2.64,8.79645943005096e-05,0
2.645,5.86430628670064e-05,0
2.65,0.000117286125734013,0
2.655,0.000117286125734013,0
2.66,0,0
2.665,0,0
2.67,5.86430628670064e-05,0
2.675,2.93215314335032e-05,0
2.68,5.86430628670064e-05,0
2.685,5.86430628670064e-05,0
2.69,5.86430628670064e-05,0
2.695,5.86430628670064e-05,0
2.7,5.86430628670064e-05,0
2.705,2.93215314335032e-05,0
2.71,5.86430628670064e-05,0
2.715,5.86430628670064e-05,0
2.72,0,0
2.725,0,0
2.73,0,0
2.735,0,0
2.74,2.93215314335032e-05,0
2.745,2.93215314335032e-05,0
2.75,2.93215314335032e-05,0
2.755,5.86430628670064e-05,0
2.76,5.86430628670064e-05,0
2.765,5.86430628670064e-05,0
2.77,8.79645943005096e-05,0
2.775,5.86430628670064e-05,0
2.78,5.86430628670064e-05,0
2.785,8.79645943005096e-05,0
2.79,2.93215314335032e-05,0
2.795,2.93215314335032e-05,0
2.8,0,0
2.805,0,0
2.81,0,0
2.815,0,0
2.82,0,0
2.825,2.93215314335032e-05,0
2.83,0,0
2.835,0,0
2.84,0,0
2.845,0,0
2.85,2.93215314335032e-05,0
2.855,0,0
2.86,0,0
2.865,0,0
2.87,0,0
2.875,0,0
2.88,0,0
2.885,0,0
2.89,2.93215314335032e-05,0
2.895,0,0
2.9,2.93215314335032e-05,0
2.905,2.93215314335032e-05,0
2.91,0,0
2.915,0,0
2.92,0,0
2.925,0,0
2.93,2.93215314335032e-05,0
2.935,0,0
2.94,0,0
2.945,0,0
2.95,0,0
2.955,0,0
2.96,0,0
2.965,2.93215314335032e-05,0
2.97,0,0
2.975,0,0
2.98,0,0
2.985,2.93215314335032e-05,0
2.99,2.93215314335032e-05,0
2.995,0,0
3,0,0
3.005,0,0
3.01,0,0
3.015,0,0
3.02,0,0
3.025,0,0
3.03,0,0
3.035,0,0
3.04,2.93215314335032e-05,0
3.045,0,0
3.05,0,0
3.055,0,0
3.06,0,0
3.065,0,0
3.07,0,0
3.075,0,0
3.08,0,0
3.085,0,0
3.09,2.93215314335032e-05,0
3.095,5.86430628670064e-05,0
3.1,2.93215314335032e-05,0
3.105,0,0
3.11,8.79645943005096e-05,0
3.115,0.000146607657167516,0
3.12,8.79645943005096e-05,0
3.125,8.79645943005096e-05,0
3.13,0.000175929188601019,0
3.135,0,0
3.14,0.000117286125734013,0
3.145,2.93215314335032e-05,0
3.15,2.93215314335032e-05,0
3.155,2.93215314335032e-05,0
3.16,8.79645943005096e-05,0
3.165,2.93215314335032e-05,0
3.17,8.79645943005096e-05,0
3.175,0.000146607657167516,0
3.18,2.93215314335032e-05,0
3.185,0.000175929188601019,0
3.19,0.000117286125734013,0
3.195,0,0
3.2,5.86430628670064e-05,0
3.205,0.000117286125734013,0
3.21,0.000146607657167516,0
3.215,2.93215314335032e-05,0
3.22,8.79645943005096e-05,0
3.225,0,0
3.23,8.79645943005096e-05,0
3.235,8.79645943005096e-05,0
3.24,0,0
3.245,0,0
3.25,8.79645943005096e-05,0
3.255,5.86430628670064e-05,0
3.26,5.86430628670064e-05,0
3.265,2.93215314335032e-05,0
3.27,5.86430628670064e-05,0
3.275,2.93215314335032e-05,0
3.28,2.93215314335032e-05,0
3.285,2.93215314335032e-05,0
3.29,0,0
3.295,2.93215314335032e-05,0
3.3,2.93215314335032e-05,0
3.305,5.86430628670064e-05,0
3.31,0,0
3.315,0,0
3.32,0,0
3.325,2.93215314335032e-05,0
3.33,0,0
3.335,0,0
3.34,0,0
3.345,0,0
3.35,5.86430628670064e-05,0
3.355,0,0
3.36,0,0
3.365,5.86430628670064e-05,0
3.37,0,0
3.375,2.93215314335032e-05,0
3.38,2.93215314335032e-05,0
3.385,0,0
3.39,0,0
3.395,0,0
3.4,0,0
3.405,2.93215314335032e-05,0
3.41,2.93215314335032e-05,0
3.415,0,0
3.42,0,0
3.425,0,0
3.43,0,0
3.435,0,0
3.44,2.93215314335032e-05,0
3.445,2.93215314335032e-05,0
3.45,0,0
3.455,0,0
3.46,0,0
3.465,2.93215314335032e-05,0
3.47,0,0
3.475,0,0
3.48,0,0
3.485,0,0
3.49,0,0
3.495,0,0
3.5,0,0
3.505,0,0
3.51,0,0
3.515,0,0
3.52,0,0
3.525,0,0
3.53,2.93215314335032e-05,0
3.535,2.93215314335032e-05,0
3.54,0,0
3.545,0,0
3.55,0,0
3.555,5.86430628670064e-05,0
3.56,0,0
3.565,2.93215314335032e-05,0
3.57,2.93215314335032e-05,0
3.575,0,0
3.58,8.79645943005096e-05,0
3.585,0,0
3.59,5.86430628670064e-05,0
3.595,0,0
3.6,0,0
3.605,0,0
3.61,5.86430628670064e-05,0
3.615,0,0
3.62,2.93215314335032e-05,0
3.625,2.93215314335032e-05,0
3.63,0,0
3.635,2.93215314335032e-05,0
3.64,2.93215314335032e-05,0
3.645,0,0
3.65,0,0
3.655,2.93215314335032e-05,0
3.66,0,0
3.665,5.86430628670064e-05,0
3.67,5.86430628670064e-05,0
3.675,0.000146607657167516,0
3.68,0,0
3.685,2.93215314335032e-05,0
3.69,0,0
3.695,2.93215314335032e-05,0
3.7,8.79645943005096e-05,0
3.705,2.93215314335032e-05,0
3.71,8.79645943005096e-05,0
3.715,2.93215314335032e-05,0
3.72,2.93215314335032e-05,0
3.725,8.79645943005096e-05,0
3.73,0,0
3.735,2.93215314335032e-05,0
3.74,2.93215314335032e-05,0
3.745,2.93215314335032e-05,0
3.75,2.93215314335032e-05,0
3.755,2.93215314335032e-05,0
3.76,0,0
3.765,0,0
3.77,2.93215314335032e-05,0
3.775,5.86430628670064e-05,0
3.78,0,0
3.785,0,0
3.79,0,0
3.795,5.86430628670064e-05,0
3.8,0,0
3.805,0,0
3.81,0,0
3.815,2.93215314335032e-05,0
3.82,0,0
3.825,0,0
3.83,0,0
3.835,0,0
3.84,0,0
3.845,0,0
3.85,2.93215314335032e-05,0
3.855,5.86430628670064e-05,0
3.86,0,0
3.865,0,0
3.87,0,0
3.875,0,0
3.88,2.93215314335032e-05,0
3.885,0,0
3.89,2.93215314335032e-05,0
3.895,2.93215314335032e-05,0
3.9,2.93215314335032e-05,0
3.905,5.86430628670064e-05,0
3.91,8.79645943005096e-05,0
3.915,0,0
3.92,0,0
3.925,5.86430628670064e-05,0
3.93,0,0
3.935,8.79645943005096e-05,0
3.94,5.86430628670064e-05,0
3.945,0,0
3.95,0,0
3.955,2.93215314335032e-05,0
3.96,2.93215314335032e-05,0
3.965,0,0
3.97,5.86430628670064e-05,0
3.975,0,0
3.98,8.79645943005096e-05,0
3.985,2.93215314335032e-05,0
3.99,2.93215314335032e-05,0
3.995,5.86430628670064e-05,0
4,2.93215314335032e-05,0
4.005,0,0
4.01,2.93215314335032e-05,0
4.015,8.79645943005096e-05,0
4.02,0,0
4.025,5.86430628670064e-05,0
4.03,2.93215314335032e-05,0
4.035,0,0
4.04,2.93215314335032e-05,0
4.045,0,0
4.05,0,0
4.055,0,0
4.06,0,0
4.065,5.86430628670064e-05,0
4.07,0,0
4.075,0,0
4.08,0,0
4.085,0,0
4.09,0,0
4.095,0,0
4.1,0,0
4.105,2.93215314335032e-05,0
4.11,2.93215314335032e-05,0
4.115,0,0
4.12,0,0
4.125,0,0
4.13,0,0
4.135,0,0
4.14,2.93215314335032e-05,0
4.145,2.93215314335032e-05,0
4.15,2.93215314335032e-05,0
4.155,0,0
4.16,0,0
4.165,2.93215314335032e-05,0
4.17,0,0
4.175,0,0
4.18,0,0
4.185,0,0
4.19,0,0
4.195,0,0
4.2,2.93215314335032e-05,0
4.205,0,0
4.21,0,0
4.215,5.86430628670064e-05,0
4.22,8.79645943005096e-05,0
4.225,0,0
4.23,0,0
4.235,0,0
4.24,2.93215314335032e-05,0
4.245,0,0
4.25,2.93215314335032e-05,0
4.255,0,0
4.26,2.93215314335032e-05,0
4.265,0,0
4.27,0,0
4.275,2.93215314335032e-05,0
4.28,2.93215314335032e-05,0
4.285,0,0
4.29,0,0
4.295,0,0
4.3,2.93215314335032e-05,0
4.305,8.79645943005096e-05,0
4.31,2.93215314335032e-05,0
4.315,5.86430628670064e-05,0
4.32,5.86430628670064e-05,0
4.325,2.93215314335032e-05,0
4.33,2.93215314335032e-05,0
4.335,2.93215314335032e-05,0
4.34,0,0
4.345,5.86430628670064e-05,0
4.35,0,0
4.355,2.93215314335032e-05,0
4.36,0,0
4.365,0,0
4.37,0,0
4.375,2.93215314335032e-05,0
4.38,0,0
4.385,2.93215314335032e-05,0
4.39,5.86430628670064e-05,0
4.395,5.86430628670064e-05,0
4.4,0,0
4.405,5.86430628670064e-05,0
4.41,0,0
4.415,2.93215314335032e-05,0
4.42,2.93215314335032e-05,0
4.425,2.93215314335032e-05,0
4.43,2.93215314335032e-05,0
4.435,5.86430628670064e-05,0
4.44,0,0
4.445,0,0
4.45,5.86430628670064e-05,0
4.455,8.79645943005096e-05,0
4.46,0.000175929188601019,0
4.465,0.000117286125734013,0
4.47,2.93215314335032e-05,0
4.475,0.000117286125734013,0
4.48,5.86430628670064e-05,0
4.485,5.86430628670064e-05,0
4.49,2.93215314335032e-05,0
4.495,0,0
4.5,5.86430628670064e-05,0
4.505,5.86430628670064e-05,0
4.51,0,0
4.515,0,0
4.52,0,0
4.525,8.79645943005096e-05,0
4.53,2.93215314335032e-05,0
4.535,2.93215314335032e-05,0
4.54,2.93215314335032e-05,0
4.545,2.93215314335032e-05,0
4.55,5.86430628670064e-05,0
4.555,2.93215314335032e-05,0
4.56,2.93215314335032e-05,0
4.565,0,0
4.57,2.93215314335032e-05,0
4.575,0,0
4.58,2.93215314335032e-05,0
4.585,0,0
4.59,2.93215314335032e-05,0
4.595,5.86430628670064e-05,0
4.6,2.93215314335032e-05,0
4.605,2.93215314335032e-05,0
4.61,5.86430628670064e-05,0
4.615,2.93215314335032e-05,0
4.62,2.93215314335032e-05,0
4.625,0,0
4.63,2.93215314335032e-05,0
4.635,0,0
4.64,0,0
4.645,0,0
4.65,2.93215314335032e-05,0
4.655,0,0
4.66,0,0
4.665,2.93215314335032e-05,0
4.67,0,0
4.675,2.93215314335032e-05,0
4.68,0,0
4.685,2.93215314335032e-05,0
4.69,2.93215314335032e-05,0
4.695,2.93215314335032e-05,0
4.7,0,0
4.705,5.86430628670064e-05,0
4.71,0,0
4.715,0,0
4.72,0,0
4.725,0,0
4.73,0,0
4.735,0,0
4.74,0,0
4.745,0,0
4.75,0,0
4.755,0,0
4.76,0,0
4.765,0,0
4.77,2.93215314335032e-05,0
4.775,0,0
4.78,2.93215314335032e-05,0
4.785,0,0
4.79,0,0
4.795,2.93215314335032e-05,0
4.8,0,0
4.805,0,0
4.81,0,0
4.815,0,0
4.82,0,0
4.825,0,0
4.83,0,0
4.835,0,0
4.84,0,0
4.845,0,0
4.85,0,0
4.855,0,0
4.86,0,0
4.865,0,0
4.87,0,0
4.875,0,0
4.88,0,0
4.885,0,0
4.89,0,0
4.895,0,0
4.9,0,0
4.905,0,0
4.91,0,0
4.915,0,0
4.92,0,0
4.925,2.93215314335032e-05,0
4.93,2.93215314335032e-05,0
4.935,0,0
4.94,5.86430628670064e-05,0
4.945,2.93215314335032e-05,0
4.95,2.93215314335032e-05,0
4.955,5.86430628670064e-05,0
4.96,0.000117286125734013,0
4.965,0.000117286125734013,0
4.97,0.000117286125734013,0
4.975,0.000175929188601019,0
4.98,2.93215314335032e-05,0
4.985,8.79645943005096e-05,0
4.99,8.79645943005096e-05,0
4.995,8.79645943005096e-05,0
5,2.93215314335032e-05,0
5.005,5.86430628670064e-05,0
5.01,5.86430628670064e-05,0
5.015,0,0
5.02,2.93215314335032e-05,0
5.025,8.79645943005096e-05,0
5.03,0.000117286125734013,0
5.035,2.93215314335032e-05,0
5.04,2.93215314335032e-05,0
5.045,2.93215314335032e-05,0
5.05,0,0
5.055,5.86430628670064e-05,0
5.06,2.93215314335032e-05,0
5.065,0,0
5.07,2.93215314335032e-05,0
5.075,0,0
5.08,0,0
5.085,0,0
5.09,2.93215314335032e-05,0
5.095,5.86430628670064e-05,0
5.1,5.86430628670064e-05,0
5.105,2.93215314335032e-05,0
5.11,0,0
5.115,8.79645943005096e-05,0
5.12,2.93215314335032e-05,0
5.125,2.93215314335032e-05,0
5.13,0,0
5.135,2.93215314335032e-05,0
5.14,0,0
5.145,0,0
5.15,0,0
5.155,0,0
5.16,5.86430628670064e-05,0
5.165,0,0
5.17,0,0
5.175,0,0
5.18,2.93215314335032e-05,0
5.185,5.86430628670064e-05,0
5.19,0,0
5.195,0,0
5.2,2.93215314335032e-05,0
5.205,0,0
5.21,2.93215314335032e-05,0
5.215,5.86430628670064e-05,0
5.22,0,0
5.225,2.93215314335032e-05,0
5.23,0,0
5.235,0,0
5.24,2.93215314335032e-05,0
5.245,0,0
5.25,0,0
5.255,0,0
5.26,0,0
5.265,2.93215314335032e-05,0
5.27,2.93215314335032e-05,0
5.275,0,0
5.28,0,0
5.285,0,0
5.29,5.86430628670064e-05,0
